,titles,authors,goodreads links
4117,Hear Me,Kerry O'Malley Cerra,https://www.goodreads.com/book/show/55541407-hear-me
4118,The Lost Whale,Hannah  Gold,https://www.goodreads.com/book/show/60434324-the-lost-whale
4119,Karthik Delivers,Sheela Chari,https://www.goodreads.com/book/show/56274871-karthik-delivers
4120,The Do-Over,Jennifer Torres,https://www.goodreads.com/book/show/57468743-the-do-over
4121,The View from the Very Best House in Town,Meera Trehan,https://www.goodreads.com/book/show/57700212-the-view-from-the-very-best-house-in-town
4122,Yesterday Crumb and the Storm in a Teacup,Andy Sagar,https://www.goodreads.com/book/show/59664364-yesterday-crumb-and-the-storm-in-a-teacup
4123,The Turtle of Michigan,Naomi Shihab Nye,https://www.goodreads.com/book/show/58392913-the-turtle-of-michigan
4124,Consider the Octopus,Nora Raleigh Baskin,https://www.goodreads.com/book/show/56896070-consider-the-octopus
4125,The Firefly Summer,Morgan Matson,https://www.goodreads.com/book/show/61272853-the-firefly-summer
4126,Drifters,Kevin Emerson,https://www.goodreads.com/book/show/58782839-drifters
4127,Fight + Flight,Jules Machias,https://www.goodreads.com/book/show/58884722-fight-flight
4128,Eden's Everdark,Karen Strong,https://www.goodreads.com/book/show/56650918-eden-s-everdark
4129,The Extincts: Quest for the Unicorn Horn (The Extincts #1),Scott Magoon,https://www.goodreads.com/book/show/56969501-the-extincts
4130,"Mia and the Lightcasters (The Umbra Tales, #1)",Janelle McCurdy,https://www.goodreads.com/book/show/59647065-mia-and-the-lightcasters
4131,The Cassandra Curse,Hope Bolinger,https://www.goodreads.com/book/show/59723329-the-cassandra-curse
4132,Drive-Thru Miracle,Dana  Edwards,https://www.goodreads.com/book/show/57976481-drive-thru-miracle
4133,Children of the Flying City,Jason Sheehan,https://www.goodreads.com/book/show/58735002-children-of-the-flying-city
4134,What the Jaguar Told Her,Alexandra V. Méndez,https://www.goodreads.com/book/show/60420447-what-the-jaguar-told-her
4135,"The Prince and the Blight (The Dream Keeper Saga, #2)",Kathryn L. Butler,https://www.goodreads.com/book/show/60354458-the-prince-and-the-blight
4136,Shadow Grave,Marina Cohen,https://www.goodreads.com/book/show/51906313-shadow-grave
4137,Futureland: Battle for the Park,H.D.  Hunter,https://www.goodreads.com/book/show/56858415-futureland
4138,Once Upon Another Time (Once Upon Another Time #1),James  Riley,https://www.goodreads.com/book/show/58437693-once-upon-another-time
4139,Miracle,Karen S. Chow,https://www.goodreads.com/book/show/56692102-miracle
4140,Night of the Spadefoot Toads,Bill Harley,https://www.goodreads.com/book/show/3779482-night-of-the-spadefoot-toads
4141,The Natural Genius of Ants,Betty Culley,https://www.goodreads.com/book/show/59054722-the-natural-genius-of-ants
4142,Astrid and the Marble Tower,Erica Richardson,https://www.goodreads.com/book/show/60740159-astrid-and-the-marble-tower
4143,"Wreck at Ada's Reef (The Swallowtail Legacy, #1)",Michael D. Beil,https://www.goodreads.com/book/show/57927160-wreck-at-ada-s-reef
4144,Adrift,Tanya Guerrero,https://www.goodreads.com/book/show/58615563-adrift
4145,"Ka'Azula (Black Hole Radio, #3)",Ann Birdgenaw,https://www.goodreads.com/book/show/61128448-ka-azula
4146,The Problem with Prophecies,Scott Reintgen,https://www.goodreads.com/book/show/59364004-the-problem-with-prophecies
4147,The Way of Dog,Zana Fraillon,https://www.goodreads.com/book/show/60698155-the-way-of-dog
4148,Looking for Emily,Fiona Longmuir,https://www.goodreads.com/book/show/58931666-looking-for-emily
4149,The Glass Witch,Lindsay Puckett,https://www.goodreads.com/book/show/59806091-the-glass-witch
4150,"Crunch (Click, #5)",Kayla Miller,https://www.goodreads.com/book/show/59652414-crunch
4151,"Pippa Park Crush at First Sight (Pippa Park, #2)",Erin Yun,https://www.goodreads.com/book/show/60321216-pippa-park-crush-at-first-sight
4152,Sneaks,Catherine Egan,https://www.goodreads.com/book/show/58910204-sneaks
4153,The Year the Maps Changed,Danielle Binks,https://www.goodreads.com/book/show/60194150-the-year-the-maps-changed
4154,Prank Day,Kel Mitchell,https://www.goodreads.com/book/show/59609049-prank-day
4155,A Leap into Darkness,Ray Petrolino,https://www.goodreads.com/book/show/62890996-a-leap-into-darkness
4156,KyRose Takes A Leap,Cicek Bricault,https://www.goodreads.com/book/show/63025619-kyrose-takes-a-leap
4157,Operation Final Notice,Matthew Landis,https://www.goodreads.com/book/show/60417440-operation-final-notice
4158,The Monarchs of Winghaven,Naila  Moreira,https://www.goodreads.com/book/show/54270078-the-monarchs-of-winghaven
4159,Rialto,Kate Milford,https://www.goodreads.com/book/show/38886272-rialto
4160,The Asparagus Bunch,Jessica Scott-Whyte,https://www.goodreads.com/book/show/60481240-the-asparagus-bunch
4161,"The Vanderbeekers on the Road (The Vanderbeekers, #6)",Karina Yan Glaser,https://www.goodreads.com/book/show/60017786-the-vanderbeekers-on-the-road
4162,"Wildseed Witch (Wildseed Witch, #1)",Marti Dumas,https://www.goodreads.com/book/show/58667480-wildseed-witch
4163,"Once Upon a Tim (Once Upon a Tim, #1)",Stuart Gibbs,https://www.goodreads.com/book/show/58437835-once-upon-a-tim
4164,The Polter-Ghost Problem,Betsy Uhrig,https://www.goodreads.com/book/show/60320925-the-polter-ghost-problem
4165,The Trouble With Robots,Michelle Mohrweis,https://www.goodreads.com/book/show/59575478-the-trouble-with-robots
4166,The Mystery of the Missing Mum,Frances Moloney,https://www.goodreads.com/book/show/60555687-the-mystery-of-the-missing-mum
4167,Turn the Tide,Elaine Dimopoulos,https://www.goodreads.com/book/show/58311969-turn-the-tide
4168,The Clackity,Lora Senf,https://www.goodreads.com/book/show/59365597-the-clackity
4169,Not So Shy,Noa Nimrodi,https://www.goodreads.com/book/show/54671360-not-so-shy
4170,Nikhil Out Loud,Maulik Pancholy,https://www.goodreads.com/book/show/60141378-nikhil-out-loud
4171,The Fort,Gordon Korman,https://www.goodreads.com/book/show/58719134-the-fort
4172,Leonora Bolt: Secret Inventor,Lucy Brandt,https://www.goodreads.com/book/show/54640974-leonora-bolt
4173,"Wretched Waterpark (Sinister Summer, #1)",Kiersten White,https://www.goodreads.com/book/show/57064814-wretched-waterpark
4174,Escape to the River Sea,Emma Carroll,https://www.goodreads.com/book/show/59960499-escape-to-the-river-sea
4175,"The Dragon and the Stone (The Dream Keeper Saga, #1)",Kathryn L. Butler,https://www.goodreads.com/book/show/59046414-the-dragon-and-the-stone
4176,Smaller Sister,Maggie Edkins Willis,https://www.goodreads.com/book/show/56978103-smaller-sister
4177,"The Ink of Elspet (The Inkwell Chronicles, #1)",J.D. Peabody,https://www.goodreads.com/book/show/60021160-the-ink-of-elspet
4178,Into the Glades,Laura Sebastian,https://www.goodreads.com/book/show/56274897-into-the-glades
4179,Tales of a Seventh-Grade Lizard Boy,Jonathan    Hill,https://www.goodreads.com/book/show/48622007-tales-of-a-seventh-grade-lizard-boy
4180,Pirate Queens: Dauntless Women Who Dared to Rule the High Seas,Leigh  Lewis,https://www.goodreads.com/book/show/52673587-pirate-queens
4181,Alice Austen Lived Here,Alex  Gino,https://www.goodreads.com/book/show/57468716-alice-austen-lived-here
4182,Sadé and Her Shadow Beasts,Rachel Faturoti,https://www.goodreads.com/book/show/59979816-sad-and-her-shadow-beasts
4183,Different Kinds of Fruit,Kyle Lukoff,https://www.goodreads.com/book/show/58925325-different-kinds-of-fruit
4184,Asking for Trouble,Sarah Prineas,https://www.goodreads.com/book/show/58386711-asking-for-trouble
4185,Fibbed,Elizabeth Agyemang,https://www.goodreads.com/book/show/55241754-fibbed
4186,Trex,Christyne Morrell,https://www.goodreads.com/book/show/56352127-trex
4187,Meant to Be,Jo Knowles,https://www.goodreads.com/book/show/58495679-meant-to-be
4188,The Legend of Brightblade,Ethan M. Aldridge,https://www.goodreads.com/book/show/58064066-the-legend-of-brightblade
4189,"The Legend of Polloman, Book 2",Gonzalo Alvarez,https://www.goodreads.com/book/show/53024334-the-legend-of-polloman-book-2
4190,My Aunt Is a Monster,Reimena Yee,https://www.goodreads.com/book/show/54740156-my-aunt-is-a-monster
4191,Sort of Super,Eric Gapstur,https://www.goodreads.com/book/show/54753994-sort-of-super
4192,The Cursed Bunny,Ken Lamug,https://www.goodreads.com/book/show/53024084-the-cursed-bunny
4193,Ruby Finley vs. the Interstellar Invasion,K. Tempest Bradford,https://www.goodreads.com/book/show/59406559-ruby-finley-vs-the-interstellar-invasion
4194,Hummingbird,Natalie Lloyd,https://www.goodreads.com/book/show/58719143-hummingbird
4195,Tumble,Celia C. Pérez,https://www.goodreads.com/book/show/55364931-tumble
4196,Dear Friends,Lisa Greenwald,https://www.goodreads.com/book/show/58782866-dear-friends
4197,The Einsteins of Vista Point,Ben  Guterson,https://www.goodreads.com/book/show/57941211-the-einsteins-of-vista-point
4198,The Dog's Meow,Michelle Schusterman,https://www.goodreads.com/book/show/49049464-the-dog-s-meow
4199,Duet,Elise Broach,https://www.goodreads.com/book/show/58064769-duet
4200,Me Three,Susan Juby,https://www.goodreads.com/book/show/58492461-me-three
4201,Spineless,Samantha San Miguel,https://www.goodreads.com/book/show/59131384-spineless
4202,Isaiah Dunn Saves the Day,Kelly J. Baptist,https://www.goodreads.com/book/show/59576010-isaiah-dunn-saves-the-day
4203,Garvey in the Dark,Nikki Grimes,https://www.goodreads.com/book/show/60488819-garvey-in-the-dark
4204,Naomi Teitelbaum Ends the World,Samara Shanker,https://www.goodreads.com/book/show/57425566-naomi-teitelbaum-ends-the-world
4205,Out of the Rubble,Sally Nicholls,https://www.goodreads.com/book/show/59823364-out-of-the-rubble
4206,Fenris & Mott,Greg Van Eekhout,https://www.goodreads.com/book/show/59571988-fenris-mott
4207,The Second Chance of Benjamin Waterfalls,James  Bird,https://www.goodreads.com/book/show/56978076-the-second-chance-of-benjamin-waterfalls
4208,Meet Me Halfway,Anika Fajardo,https://www.goodreads.com/book/show/59365289-meet-me-halfway
4209,Haven: A Small Cat's Big Adventure,Megan Wagner Lloyd,https://www.goodreads.com/book/show/58920702-haven
4210,Remarkably Ruby,Terri Libenson,https://www.goodreads.com/book/show/58733687-remarkably-ruby
4211,Wish Upon a Crawdad,Curtis W. Condon,https://www.goodreads.com/book/show/59771301-wish-upon-a-crawdad
4212,For the Record,Monique Polak,https://www.goodreads.com/book/show/59753794-for-the-record
4213,"Zara's Rules for Record-Breaking Fun (Zara's Rules, #1)",Hena Khan,https://www.goodreads.com/book/show/58437825-zara-s-rules-for-record-breaking-fun
4214,Magicborn,Peter Bunzl,https://www.goodreads.com/book/show/60482718-magicborn
4215,Etta Invincible,Reese Eschmann,https://www.goodreads.com/book/show/54304084-etta-invincible
4216,Wild Ride,Keith Calabrese,https://www.goodreads.com/book/show/57468726-wild-ride
4217,Sardines,Sashi Kaufman,https://www.goodreads.com/book/show/60194131-sardines
4218,Just Harriet,Elana K. Arnold,https://www.goodreads.com/book/show/57992948-just-harriet
4219,The Supervillain's Guide to Being a Fat Kid,Matt Wallace,https://www.goodreads.com/book/show/57931633-the-supervillain-s-guide-to-being-a-fat-kid
4220,My Life Begins!,Patricia MacLachlan,https://www.goodreads.com/book/show/59573747-my-life-begins
4221,The Last Firefox,Lee Newbery,https://www.goodreads.com/book/show/58511567-the-last-firefox
4222,The Final Cut,Denis Markell,https://www.goodreads.com/book/show/57559369-the-final-cut
4223,"Lily to the Rescue: The Three Bears (Lily to the Rescue!, 8)",W. Bruce Cameron,https://www.goodreads.com/book/show/55077667-lily-to-the-rescue
4224,Invisible,Christina Diaz Gonzalez,https://www.goodreads.com/book/show/56587993-invisible
4225,"The Treehouse Library (Pages & Co.,#5)",Anna     James,https://www.goodreads.com/book/show/60374440-the-treehouse-library
4226,"Adventure Awaits (Baxter Family Children, #4)",Karen Kingsbury,https://www.goodreads.com/book/show/58438122-adventure-awaits
4227,"Lions to the Rescue! (Tree Street Kids, #3)",Amanda Cleary Eastep,https://www.goodreads.com/book/show/59657455-lions-to-the-rescue
4228,"The Dream Spies (The Nightmare Thief, #2)",Nicole Lesperance,https://www.goodreads.com/book/show/57505704-the-dream-spies
4229,Moonwalking,Zetta Elliott,https://www.goodreads.com/book/show/56978174-moonwalking
4230,Bound for Home,Meika Hashimoto,https://www.goodreads.com/book/show/55977831-bound-for-home
4231,A Seed in the Sun,Aida Salazar,https://www.goodreads.com/book/show/55591356-a-seed-in-the-sun
4232,Revenge of the Phantom Hot Rod,Robert Vernon,https://www.goodreads.com/book/show/58980873-revenge-of-the-phantom-hot-rod
4233,"Wei to Go! (Ellie & Co, #1)",Lee Y. Miao,https://www.goodreads.com/book/show/59898934-wei-to-go
4234,"Always, Clementine",Carlie Sorosiak,https://www.goodreads.com/book/show/60246279-always-clementine
4235,Cookies & Milk,Shawn Amos,https://www.goodreads.com/book/show/54241231-cookies-milk
4236,Operation Sisterhood,Olugbemisola Rhuday-Perkovich,https://www.goodreads.com/book/show/56615077-operation-sisterhood
4237,"Mystery in Crooked Creek Woods (Tree Street Kids, #4)",Amanda Cleary Eastep,https://www.goodreads.com/book/show/59657456-mystery-in-crooked-creek-woods
4238,Repairing the World,Linda Epstein,https://www.goodreads.com/book/show/59363893-repairing-the-world
4239,Raven Winter,Susanna Bailey,https://www.goodreads.com/book/show/59648465-raven-winter
4240,Shabbat Sabotage,Emma Carlson Berne,https://www.goodreads.com/book/show/58977851-shabbat-sabotage
4241,"Together Forever (Wish Library, #3)",Christine      Evans,https://www.goodreads.com/book/show/56989125-together-forever
4242,The Mythics,Lauren Magaziner,https://www.goodreads.com/book/show/55690654-the-mythics
4243,I'll Keep You Close,Jeska Verstegen,https://www.goodreads.com/book/show/56817371-i-ll-keep-you-close
4244,"Squad Goals (Hearts & Crafts, #1)",Lisa Papademetriou,https://www.goodreads.com/book/show/55977841-squad-goals
4245,Hidden on the High Wire,Kathy Kacer,https://www.goodreads.com/book/show/60745092-hidden-on-the-high-wire
4246,How to Heal a Gryphon,Meg Cannistra,https://www.goodreads.com/book/show/56778766-how-to-heal-a-gryphon
4247,"The Serpent Slayer and the Scroll of Riddles (The Kambur Chronicles, #1)",Champ Thornton,https://www.goodreads.com/book/show/60186094-the-serpent-slayer-and-the-scroll-of-riddles
4248,Eight Days,Teresa Toten,https://www.goodreads.com/book/show/59913587-eight-days
4249,Fight Back,A.M. Dassu,https://www.goodreads.com/book/show/60499896-fight-back
4250,"Amira  Hamza: The Quest for the Ring of Power (Amira & Hamza, #2)",Samira Ahmed,https://www.goodreads.com/book/show/59627045-amira-hamza
4251,Davy and Jacks,Judith Millar,https://www.goodreads.com/book/show/60597522-davy-and-jacks
4252,"The Stone Child (The Misewa Saga, #3)",David Alexander Robertson,https://www.goodreads.com/book/show/59573415-the-stone-child
4253,Over and Out,Jenni L. Walsh,https://www.goodreads.com/book/show/57468755-over-and-out
4254,Red Scare: A Graphic Novel,Liam Francis Walsh,https://www.goodreads.com/book/show/57468678-red-scare
4255,New Kids and Underdogs,Margaret Finnegan,https://www.goodreads.com/book/show/60320590-new-kids-and-underdogs
4256,"Black Bird, Blue Road",Sofiya Pasternack,https://www.goodreads.com/book/show/60017800-black-bird-blue-road
4257,The Secret Diary of Mona Hasan,Salma  Hussain,https://www.goodreads.com/book/show/58784781-the-secret-diary-of-mona-hasan
4258,"Aven Green Music Machine (Aven Green, #3)",Dusti Bowling,https://www.goodreads.com/book/show/58971749-aven-green-music-machine
4259,We Own the Sky,Rodman Philbrick,https://www.goodreads.com/book/show/59806051-we-own-the-sky
4260,Major and Mynah,Karen Owen,https://www.goodreads.com/book/show/60128514-major-and-mynah
4261,Yonder,Ali Standish,https://www.goodreads.com/book/show/58932365-yonder
4262,Camp Famous,Jennifer Blecher,https://www.goodreads.com/book/show/58782886-camp-famous
4263,"Crocs: A Sharks Incorporated Novel (Sharks Incorporated, 3)",Randy Wayne White,https://www.goodreads.com/book/show/57055960-crocs
4264,The Secret of Haven Point,Lisette Auton,https://www.goodreads.com/book/show/57951404-the-secret-of-haven-point
4265,My Own Lightning (Wolf Hollow #2),Lauren Wolk,https://www.goodreads.com/book/show/59811713-my-own-lightning
4266,Bruno and Frida,Tony Bradman,https://www.goodreads.com/book/show/59698128-bruno-and-frida
4267,Escape from East Berlin,Andy Marino,https://www.goodreads.com/book/show/59806125-escape-from-east-berlin
4268,The Secrets of Stone Creek,Briana McDonald,https://www.goodreads.com/book/show/60321756-the-secrets-of-stone-creek
4269,Project Fairy,Jacqueline Wilson,https://www.goodreads.com/book/show/60477522-project-fairy
4270,Honey and Me,Meira Drazin,https://www.goodreads.com/book/show/32993203-honey-and-me
4271,Paddle Battle,Eric Howling,https://www.goodreads.com/book/show/61354711-paddle-battle
4272,The Secret Battle of Evan Pao,Wendy Wan-Long Shang,https://www.goodreads.com/book/show/58719152-the-secret-battle-of-evan-pao
4273,Fagin's Girl,Karen McCombie,https://www.goodreads.com/book/show/60139636-fagin-s-girl
4274,Into the Sideways World,Ross Welford,https://www.goodreads.com/book/show/59456200-into-the-sideways-world
4275,How To Be True,Daisy May Johnson,https://www.goodreads.com/book/show/60331852-how-to-be-true
4276,Wilder than Midnight,Cerrie Burnell,https://www.goodreads.com/book/show/58106886-wilder-than-midnight
4277,Hazard,Frances O'Roark Dowell,https://www.goodreads.com/book/show/58437528-hazard
4278,"Happily Ever After Rescue Team (Agents of H.E.A.R.T., #1)",Sam Hay,https://www.goodreads.com/book/show/56978104-happily-ever-after-rescue-team
4279,Aviva vs. the Dybbuk,Mari Lowe,https://www.goodreads.com/book/show/58739419-aviva-vs-the-dybbuk
4280,Average Boy's Above-Average Year,Bob Smiley,https://www.goodreads.com/book/show/60639393-average-boy-s-above-average-year
4281,The Hope of Elephants,Amanda Rawson Hill,https://www.goodreads.com/book/show/60556882-the-hope-of-elephants
4282,Ghosts Come Rising,Adam   Perry,https://www.goodreads.com/book/show/60320381-ghosts-come-rising
4283,Jordie and Joey Fell from the Sky,Judi Lauren,https://www.goodreads.com/book/show/59040556-jordie-and-joey-fell-from-the-sky
4284,The Ship of Cloud and Stars,Amy Raphael,https://www.goodreads.com/book/show/58760705-the-ship-of-cloud-and-stars
4285,The Tiltersmith,Amy Herrick,https://www.goodreads.com/book/show/58328438-the-tiltersmith
4286,You're Not the Boss of Me!,Catherine Wilkins,https://www.goodreads.com/book/show/59627184-you-re-not-the-boss-of-me
4287,Tenmile,Sandra Dallas,https://www.goodreads.com/book/show/60192926-tenmile
4288,"Lucy & Dee The Silk Road (Lucy & Dee, #1)",Kirsten Marion,https://www.goodreads.com/book/show/59131719-lucy-dee-the-silk-road
4289,The Ballad of Billy Bean,Ian Lewis,https://www.goodreads.com/book/show/58320992-the-ballad-of-billy-bean
4290,Audrey Under the Big Top: A Hartford Circus Fire Survival Story,Jessica Gunderson,https://www.goodreads.com/book/show/60048176-audrey-under-the-big-top
4291,Lena and the Burning of Greenwood: A Tulsa Race Massacre Survival Story,Nikki Shannon Smith,https://www.goodreads.com/book/show/60193519-lena-and-the-burning-of-greenwood
4292,Mango All the Time,Fracaswell Hyman,https://www.goodreads.com/book/show/57224017-mango-all-the-time
4293,Code Name: Serendipity,Amber   Smith,https://www.goodreads.com/book/show/57699347-code-name
4294,"They Stole Our Hearts (The Teddies Saga, #2)",Daniel Kraus,https://www.goodreads.com/book/show/55708522-they-stole-our-hearts
4295,"The Princess Revolt (Unraveled, #1)",Cathy O'Neill,https://www.goodreads.com/book/show/58437826-the-princess-revolt
4296,"Recess All-Stars (The Invincible Girls Club, #5)",Rachele Alpine,https://www.goodreads.com/book/show/56980399-recess-all-stars
4297,"Secret of the Storm (Secret of the Storm, #1)",Beth McMullen,https://www.goodreads.com/book/show/58437780-secret-of-the-storm
4298,Playing Through the Turnaround,Mylisa Larsen,https://www.goodreads.com/book/show/60017810-playing-through-the-turnaround
4299,A Rover's Story,Jasmine Warga,https://www.goodreads.com/book/show/60091384-a-rover-s-story
4300,Mabuhay!,Zachary Sterling,https://www.goodreads.com/book/show/56933291-mabuhay
4301,AWOL,Marla Lesage,https://www.goodreads.com/book/show/54671351-awol
4302,"Rockstar Detectives (Rockstart Detectives, 1)",Adam  Hills,https://www.goodreads.com/book/show/58255062-rockstar-detectives
4303,Starla Jean Takes The Cake,Elana K. Arnold,https://www.goodreads.com/book/show/55780639-starla-jean-takes-the-cake
4304,"The Dare Sisters: Shipwrecked (The Dare Sisters, #2)",Jessica M. Rinker,https://www.goodreads.com/book/show/43605362-the-dare-sisters
4305,Nothing Is Little,Carmella Van Vleet,https://www.goodreads.com/book/show/60098524-nothing-is-little
4306,The Prisoner of Shiverstone,Linette Moore,https://www.goodreads.com/book/show/45315968-the-prisoner-of-shiverstone
4307,When Lightnin' Struck,Betsy Rosenthal,https://www.goodreads.com/book/show/53171258-when-lightnin-struck
4308,Dear Greta,Yvette Poshoglian,https://www.goodreads.com/book/show/60479530-dear-greta
4309,Mr. Lemoncello's Very First Game,Chris Grabenstein,https://www.goodreads.com/book/show/59029686-mr-lemoncello-s-very-first-game
4310,Just Maria,Jay Hardwig,https://www.goodreads.com/book/show/58971667-just-maria
4311,Zia Erases the World,Bree Barton,https://www.goodreads.com/book/show/58678530-zia-erases-the-world
4312,"Crazy in Poughkeepsie (Neddie & Friends, #6)",Daniel Pinkwater,https://www.goodreads.com/book/show/58841707-crazy-in-poughkeepsie
4313,Island of Spies,Sheila Turnage,https://www.goodreads.com/book/show/59948588-island-of-spies
4314,Three Strike Summer,Skyler Schrempp,https://www.goodreads.com/book/show/60320600-three-strike-summer
4315,My Name Is Hamburger,Jacqueline Jules,https://www.goodreads.com/book/show/59879906-my-name-is-hamburger
4316,In Honor of Broken Things,Paul Acampora,https://www.goodreads.com/book/show/59588650-in-honor-of-broken-things
4317,Lemon Bird: Can Help! (A Graphic Novel),Paulina Ganucheau,https://www.goodreads.com/book/show/60018564-lemon-bird
4318,The Impossible Destiny of Cutie Grackle,Shawn K. Stout,https://www.goodreads.com/book/show/58710476-the-impossible-destiny-of-cutie-grackle
4319,The Accursed Vampire #2: The Curse at Witch Camp,Madeline McGrane,https://www.goodreads.com/book/show/61190224-the-accursed-vampire-2
4320,Pizza My Heart: A Wish Novel,Rhiannon Richardson,https://www.goodreads.com/book/show/57468764-pizza-my-heart
4321,Looking for True,Tricia Springstubb,https://www.goodreads.com/book/show/60373719-looking-for-true
4322,Disney/Pixar Turning Red: The Graphic Novel,Amy Chu,https://www.goodreads.com/book/show/58494102-disney-pixar-turning-red
4323,Bright,Brigit Young,https://www.goodreads.com/book/show/58484147-bright
4324,If You Read This,Kereen Getten,https://www.goodreads.com/book/show/59689469-if-you-read-this
4325,"Surely Surely Marisol Rainey (Maybe Marisol, 2)",Erin Entrada Kelly,https://www.goodreads.com/book/show/59629549-surely-surely-marisol-rainey
4326,These Are Not the Words,Amanda West Lewis,https://www.goodreads.com/book/show/60209941-these-are-not-the-words
4327,Big Rig,Louise Hawes,https://www.goodreads.com/book/show/60775917-big-rig
4328,A Saucer Full of Secrets,Pam Henry,https://www.goodreads.com/book/show/61728830-a-saucer-full-of-secrets
4329,"Shot Clock (Shot Clock, 1)",Caron Butler,https://www.goodreads.com/book/show/59816826-shot-clock
4330,We Were the Fire: Birmingham 1963,Shelia P. Moses,https://www.goodreads.com/book/show/60097426-we-were-the-fire
4331,Rain Rising,Courtne Comrie,https://www.goodreads.com/book/show/60011116-rain-rising
4332,Daybreak on Raven Island,Fleur T. Bradley,https://www.goodreads.com/book/show/59679783-daybreak-on-raven-island
4333,Miss Quinces,Kat Fajardo,https://www.goodreads.com/book/show/57835911-miss-quinces
4334,Honestly Elliott,Gillian McDunn,https://www.goodreads.com/book/show/57552440-honestly-elliott
4335,The Sky We Shared,Shirley Reva Vernick,https://www.goodreads.com/book/show/57461840-the-sky-we-shared
4336,The Flamingo: A Graphic Novel Chapter Book,Guojing,https://www.goodreads.com/book/show/60372305-the-flamingo
4337,Berani,Michelle Kadarusman,https://www.goodreads.com/book/show/61250758-berani
4338,The Elephant Girl,James Patterson,https://www.goodreads.com/book/show/59568370-the-elephant-girl
4339,The Ogress and the Orphans,Kelly Barnhill,https://www.goodreads.com/book/show/58328436-the-ogress-and-the-orphans
4340,The Last Beekeeper,Pablo Cartaya,https://www.goodreads.com/book/show/59381517-the-last-beekeeper
4341,The Misunderstandings of Charity Brown,Elizabeth Laird,https://www.goodreads.com/book/show/61930831-the-misunderstandings-of-charity-brown
4342,Attack of the Black Rectangles,Amy Sarig King,https://www.goodreads.com/book/show/59806035-attack-of-the-black-rectangles
4343,Between the Lighthouse and You,Michelle Lee,https://www.goodreads.com/book/show/53473103-between-the-lighthouse-and-you
4344,How to Be a Goldfish,Jane Baird Warren,https://www.goodreads.com/book/show/61486154-how-to-be-a-goldfish
4345,It Happened on Saturday,Sydney Dunlap,https://www.goodreads.com/book/show/63228281-it-happened-on-saturday
4346,A Bit of Earth,Karuna Riazi,https://www.goodreads.com/book/show/58423024-a-bit-of-earth
4347,Tethered to Other Stars,Elisa Stone Leahy,https://www.goodreads.com/book/show/60237630-tethered-to-other-stars
4348,Juniper Harvey and the Vanishing Kingdom,Nina Varela,https://www.goodreads.com/book/show/54126255-juniper-harvey-and-the-vanishing-kingdom
4349,The Alchemy of Letting Go,Amber Morrell,https://www.goodreads.com/book/show/62050075-the-alchemy-of-letting-go
4350,The Destiny of Minou Moonshine,Gita Ralleigh,https://www.goodreads.com/book/show/120779732-the-destiny-of-minou-moonshine
4351,The Song of Us,Kate Fussner,https://www.goodreads.com/book/show/60121038-the-song-of-us
4352,Skating on Mars,Caroline Huntoon,https://www.goodreads.com/book/show/61484911-skating-on-mars
4353,Nic Blake and the Remarkables: The Manifestor Prophecy (Nic Blake and the Remarkables #1),Angie Thomas,https://www.goodreads.com/book/show/62194599-nic-blake-and-the-remarkables
4354,Dandy the Highway Lion,Stephanie  Sorrell,https://www.goodreads.com/book/show/63052233-dandy-the-highway-lion
4355,Good Different,Meg Eden  Kuyatt,https://www.goodreads.com/book/show/59023007-good-different
4356,Shannon in the Spotlight,Kalena Miller,https://www.goodreads.com/book/show/61715896-shannon-in-the-spotlight
4357,Turtles of the Midnight Moon,Maria Jose Fitzgerald,https://www.goodreads.com/book/show/59641027-turtles-of-the-midnight-moon
4358,"Amari and the Night Brothers (Supernatural Investigations, #3)",B.B. Alston,https://www.goodreads.com/book/show/75668244-amari-and-the-night-brothers
4359,"The Ever Storms (Wilderlore, #3)",Amanda Foody,https://www.goodreads.com/book/show/58405270-the-ever-storms
4360,What Happened to Rachel Riley?,Claire Swinarski,https://www.goodreads.com/book/show/60833948-what-happened-to-rachel-riley
4361,"Silverborn: The Mystery of Morrigan Crow (Nevermoor, #4)",Jessica  Townsend,https://www.goodreads.com/book/show/56487333-silverborn
4362,"Momo Arashima Steals the Sword of the Wind (Momo Arashima, #1)",Misa Sugiura,https://www.goodreads.com/book/show/61421552-momo-arashima-steals-the-sword-of-the-wind
4363,No Matter the Distance,Cindy  Baldwin,https://www.goodreads.com/book/show/61190228-no-matter-the-distance
4364,The Beautiful Something Else,Ash Van Otterloo,https://www.goodreads.com/book/show/60227768-the-beautiful-something-else
4365,Lei and the Fire Goddess,Malia Maunakea,https://www.goodreads.com/book/show/59361636-lei-and-the-fire-goddess
4366,Artemis Sparke and the Sound Seekers Brigade,Kimberly Behre Kenna,https://www.goodreads.com/book/show/61312053-artemis-sparke-and-the-sound-seekers-brigade
4367,"The Guardian Test (Legends of Lotus Island, #1)",Christina Soontornvat,https://www.goodreads.com/book/show/60758271-the-guardian-test
4368,On Air with Zoe Washington,Janae Marks,https://www.goodreads.com/book/show/59066857-on-air-with-zoe-washington
4369,My Not-So-Great French Escape,Cliff Burke,https://www.goodreads.com/book/show/61322008-my-not-so-great-french-escape
4370,Cookie Monsters,Erika J. Kendrick,https://www.goodreads.com/book/show/60563990-cookie-monsters
