,titles,authors,goodreads links
4371,Nightmare Island,Shakirah Bourne,https://www.goodreads.com/book/show/61779980-nightmare-island
4372,Jude Saves the World,Ronnie  Riley,https://www.goodreads.com/book/show/60759314-jude-saves-the-world
4373,The Song of the Swan,Karah Sutton,https://www.goodreads.com/book/show/90590074-the-song-of-the-swan
4374,The Puttermans Are in the House,Jacquetta Nammar Feldman,https://www.goodreads.com/book/show/60877582-the-puttermans-are-in-the-house
4375,Camp Sylvania,Julie   Murphy,https://www.goodreads.com/book/show/62558816-camp-sylvania
4376,Sincerely Sicily,Tamika Burgess,https://www.goodreads.com/book/show/60788123-sincerely-sicily
4377,Miracle,Karen S. Chow,https://www.goodreads.com/book/show/61398912-miracle
4378,The Enchanted Life of Valentina Mejía,Alexandra Alessandri,https://www.goodreads.com/book/show/58996128-the-enchanted-life-of-valentina-mej-a
4379,Ruby Lost and Found,Christina  Li,https://www.goodreads.com/book/show/62047947-ruby-lost-and-found
4380,The Town with No Mirrors,Christina  Collins,https://www.goodreads.com/book/show/61238021-the-town-with-no-mirrors
4381,Totally Psychic,Brigid Martin,https://www.goodreads.com/book/show/62993383-totally-psychic
4382,The House Swap,Yvette Clark,https://www.goodreads.com/book/show/61232287-the-house-swap
4383,Finally Seen,Kelly Yang,https://www.goodreads.com/book/show/61272846-finally-seen
4384,Emma and the Queen of Featherstone,Lindsay Fryc,https://www.goodreads.com/book/show/62327554-emma-and-the-queen-of-featherstone
4385,Not an Easy Win,Chrystal D. Giles,https://www.goodreads.com/book/show/61356472-not-an-easy-win
4386,Onyeka and the Rise of the Rebels: A superhero adventure perfect for Marvel and DC fans!,Tọlá Okogwu,https://www.goodreads.com/book/show/62318484-onyeka-and-the-rise-of-the-rebels
4387,"Hollowthorn (Ravenfall, #2)",Kalyn Josephson,https://www.goodreads.com/book/show/61887773-hollowthorn
4388,Hamra and the Jungle of Memories,Hanna Alkaf,https://www.goodreads.com/book/show/54558764-hamra-and-the-jungle-of-memories
4389,Where the Black Flowers Bloom,Ronald L.  Smith,https://www.goodreads.com/book/show/55959561-where-the-black-flowers-bloom
4390,Winston Chu vs. the Whimsies,Stacey  Lee,https://www.goodreads.com/book/show/57293343-winston-chu-vs-the-whimsies
4391,Field of Screams,Wendy Parris,https://www.goodreads.com/book/show/61282541-field-of-screams
4392,102 Days of Lying About Lauren,Maura Jortner,https://www.goodreads.com/book/show/63025326-102-days-of-lying-about-lauren
4393,The Otherwoods,Justine Pucella Winans,https://www.goodreads.com/book/show/65215725-the-otherwoods
4394,"Keep Dancing, Lizzie Chu",Maisie Chan,https://www.goodreads.com/book/show/60241263-keep-dancing-lizzie-chu
4395,"Atana and the Firebird (Atana Duology, #1)",Vivian Zhou,https://www.goodreads.com/book/show/56923321-atana-and-the-firebird
4396,Grounded,Aisha Saeed,https://www.goodreads.com/book/show/59545714-grounded
4397,"Kelcie Murphy and the Hunt for the Heart of Danu (Kelcie Murphy, #2)",Erika  Lewis,https://www.goodreads.com/book/show/60784436-kelcie-murphy-and-the-hunt-for-the-heart-of-danu
4398,The Princess and the Grilled Cheese Sandwich (A Graphic Novel),Deya Muniz,https://www.goodreads.com/book/show/60656848-the-princess-and-the-grilled-cheese-sandwich
4399,"Figure It Out, Henri Weldon",Tanita S. Davis,https://www.goodreads.com/book/show/60879774-figure-it-out-henri-weldon
4400,The Many Fortunes of Maya,Nicole D. Collier,https://www.goodreads.com/book/show/60916518-the-many-fortunes-of-maya
4401,Audrey Covington Breaks the Rules,Karina  Evans,https://www.goodreads.com/book/show/58893988-audrey-covington-breaks-the-rules
4402,"Top Story (Front Desk, #5)",Kelly Yang,https://www.goodreads.com/book/show/63899031-top-story
4403,"Meesh the Bad Demon (Meesh the bad demon, #1)",Michelle  Lam,https://www.goodreads.com/book/show/61356492-meesh-the-bad-demon
4404,Not So Shy,Noa Nimrodi,https://www.goodreads.com/book/show/54671360-not-so-shy
4405,This Is How I Roll,Debbi Michiko Florence,https://www.goodreads.com/book/show/60758282-this-is-how-i-roll
4406,Amelia Gray Is Almost Okay,Jessica Brody,https://www.goodreads.com/book/show/61190758-amelia-gray-is-almost-okay
4407,Conjure Island,Eden Royce,https://www.goodreads.com/book/show/62854788-conjure-island
4408,Rare Birds,Jeff     Miller,https://www.goodreads.com/book/show/60905908-rare-birds
4409,A Breath of Mischief,MarcyKate Connolly,https://www.goodreads.com/book/show/60545787-a-breath-of-mischief
4410,The Grace of Wild Things,Heather Fawcett,https://www.goodreads.com/book/show/61150756-the-grace-of-wild-things
4411,Hope in the Valley,Mitali Perkins,https://www.goodreads.com/book/show/61418411-hope-in-the-valley
4412,Once There Was,Kiyash Monsef,https://www.goodreads.com/book/show/61273241-once-there-was
4413,The Ojja-Wojja,Magdalene Visaggio,https://www.goodreads.com/book/show/61281732-the-ojja-wojja
4414,Tessa Miyata Is No Hero,Julie Abe,https://www.goodreads.com/book/show/63076973-tessa-miyata-is-no-hero
4415,Dear Mothman,Robin Gow,https://www.goodreads.com/book/show/61783806-dear-mothman
4416,What Stays Buried,Suzanne Young,https://www.goodreads.com/book/show/61281778-what-stays-buried
4417,Alex Wise vs. the End of the World,Terry J. Benton-Walker,https://www.goodreads.com/book/show/58407366-alex-wise-vs-the-end-of-the-world
4418,If I Have to Be Haunted,Miranda Sun,https://www.goodreads.com/book/show/75498172-if-i-have-to-be-haunted
4419,It’s Boba Time for Pearl Li!,Nicole  Chen,https://www.goodreads.com/book/show/61232307-it-s-boba-time-for-pearl-li
4420,Time to Roll,Jamie Sumner,https://www.goodreads.com/book/show/61273145-time-to-roll
4421,Ellie Engle Saves Herself,Leah  Johnson,https://www.goodreads.com/book/show/57397858-ellie-engle-saves-herself
4422,The Museum of Lost and Found,Leila Sales,https://www.goodreads.com/book/show/61783736-the-museum-of-lost-and-found
4423,There Flies the Witch,Mayonn Paasewe-Valchev,https://www.goodreads.com/book/show/62047942-there-flies-the-witch
4424,"Serwa Boateng's Guide to Witchcraft and Mayhem (Serwa Boateng, #2)",Roseanne A. Brown,https://www.goodreads.com/book/show/54884445-serwa-boateng-s-guide-to-witchcraft-and-mayhem
4425,"The Chaos Monster (Secrets of the Sky, #1)",Sayantani DasGupta,https://www.goodreads.com/book/show/61779974-the-chaos-monster
4426,The Hidden Dragon,Melissa Marr,https://www.goodreads.com/book/show/61153581-the-hidden-dragon
4427,Saving Neverland,Abi Elphinstone,https://www.goodreads.com/book/show/60758136-saving-neverland
4428,Parachute Kids: A Graphic Novel,Betty C. Tang,https://www.goodreads.com/book/show/60758314-parachute-kids
4429,When Sea Becomes Sky,Gillian McDunn,https://www.goodreads.com/book/show/60416890-when-sea-becomes-sky
4430,A Spoonful of Time,Flora Ahn,https://www.goodreads.com/book/show/61439913-a-spoonful-of-time
4431,Felice and the Wailing Woman,Diana López,https://www.goodreads.com/book/show/61685979-felice-and-the-wailing-woman
4432,The Enchanted Bridge,Zetta Elliott,https://www.goodreads.com/book/show/61356518-the-enchanted-bridge
4433,The Spirit Glass,Roshani Chokshi,https://www.goodreads.com/book/show/76751561-the-spirit-glass
4434,"Adia Kelbara and the Circle of Shamans (Adia Kelbara and the Circle of Shamans, #1)",Isi Hendrix,https://www.goodreads.com/book/show/62027105-adia-kelbara-and-the-circle-of-shamans
4435,"Where the Crane Lands (The Crane Trilogy, #1)",Vincent J DeVito,https://www.goodreads.com/book/show/61330898-where-the-crane-lands
4436,Something Like Home,Andrea Beatriz Arango,https://www.goodreads.com/book/show/70916843-something-like-home
4437,Food Fight,Linda B. Davis,https://www.goodreads.com/book/show/62997451-food-fight
4438,The Gullfather: Birdsy Seagull: Vol 1. A Seahawk Situation,Jeff Sikaitis,https://www.goodreads.com/book/show/123928279-the-gullfather
4439,Punk Rock Unicorn: Another Phoebe and Her Unicorn Adventure (Volume 17),Dana Simpson,https://www.goodreads.com/book/show/61271728-punk-rock-unicorn
4440,Calling the Moon,Aida Salazar,https://www.goodreads.com/book/show/48717416-calling-the-moon
4441,The Not-So-Perfect Plan,Christina Matula,https://www.goodreads.com/book/show/60816490-the-not-so-perfect-plan
4442,West of the Sea,Stephanie  Willing,https://www.goodreads.com/book/show/63367222-west-of-the-sea
4443,Mirror to Mirror,Rajani LaRocca,https://www.goodreads.com/book/show/61354655-mirror-to-mirror
4444,Eb & Flow,Kelly J. Baptist,https://www.goodreads.com/book/show/61356520-eb-flow
4445,Indigo and Ida,Heather Murphy Capps,https://www.goodreads.com/book/show/59241490-indigo-and-ida
4446,Raise the Bar,Fernanda Frick,https://www.goodreads.com/book/show/56923083-raise-the-bar
4447,The Witch of Woodland,Laurel Snyder,https://www.goodreads.com/book/show/62047926-the-witch-of-woodland
4448,"Escape from Grimstone Manor (Monsterious, #1)",Matt McMann,https://www.goodreads.com/book/show/61984820-escape-from-grimstone-manor
4449,The Hunt for the Hollower,Callie C. Miller,https://www.goodreads.com/book/show/62919161-the-hunt-for-the-hollower
4450,Free Period,Ali Terese,https://www.goodreads.com/book/show/124932745-free-period
4451,Lost Time,Tasha Mukanik,https://www.goodreads.com/book/show/56923373-lost-time
4452,Buzzing,Samuel Sattin,https://www.goodreads.com/book/show/54246368-buzzing
4453,Mabuhay!,Zachary Sterling,https://www.goodreads.com/book/show/56933291-mabuhay
4454,Lunar Boy,Jacinta Wibowo,https://www.goodreads.com/book/show/54438710-lunar-boy
4455,Elf Dog and Owl Head,M.T. Anderson,https://www.goodreads.com/book/show/62341474-elf-dog-and-owl-head
4456,Call Me Iggy,Jorge Aguirre,https://www.goodreads.com/book/show/43605088-call-me-iggy
4457,The Firefly Summer,Morgan Matson,https://www.goodreads.com/book/show/61272853-the-firefly-summer
4458,Saving Sunshine,Saadia Faruqi,https://www.goodreads.com/book/show/56937775-saving-sunshine
4459,Far Out!,Anne Bustard,https://www.goodreads.com/book/show/61272103-far-out
4460,Bubble Trouble,Wendy Wan-Long Shang,https://www.goodreads.com/book/show/61779984-bubble-trouble
4461,Simon Sort of Says,Erin Bow,https://www.goodreads.com/book/show/61030596-simon-sort-of-says
4462,Demon Scout,Charleigh Frederick,https://www.goodreads.com/book/show/61920256-demon-scout
4463,The Remarkable Rescue at Milkweed Meadow,Elaine Dimopoulos,https://www.goodreads.com/book/show/56923300-the-remarkable-rescue-at-milkweed-meadow
4464,"The Piper's Promise (Sisters Ever After, #3)",Leah Cypess,https://www.goodreads.com/book/show/60524218-the-piper-s-promise
4465,Song of the Sea: The Graphic Novel,Samuel Sattin,https://www.goodreads.com/book/show/60410191-song-of-the-sea
4466,Lo and Behold: (A Graphic Novel),Wendy Mass,https://www.goodreads.com/book/show/60564453-lo-and-behold
4467,"Escape from Mr. Lemoncello's Library, the Graphic Novel",Chris Grabenstein,https://www.goodreads.com/book/show/59627475-escape-from-mr-lemoncello-s-library-the-graphic-novel
4468,"Cameron Battle and the Escape Trials (Cameron Battle, #2)",Jamar J. Perry,https://www.goodreads.com/book/show/60784827-cameron-battle-and-the-escape-trials
4469,Epic Ellisons: Cosmos Camp,Lamar Giles,https://www.goodreads.com/book/show/61897124-epic-ellisons
4470,"Dragonboy (Heroes of Havensong, #1)",Megan Reyes,https://www.goodreads.com/book/show/60111451-dragonboy
4471,Izzy at the End of the World,K.A. Reynolds,https://www.goodreads.com/book/show/61190454-izzy-at-the-end-of-the-world
4472,The Magma Cup,Eric Gapstur,https://www.goodreads.com/book/show/60465496-the-magma-cup
4473,Abeni's Song,P. Djèlí Clark,https://www.goodreads.com/book/show/61076345-abeni-s-song
4474,Hope's Path to Glory: The Story of a Family's Journey on the Overland Trail,Jerdine Nolen,https://www.goodreads.com/book/show/61272136-hope-s-path-to-glory
4475,The Gray,Chris Baron,https://www.goodreads.com/book/show/61484903-the-gray
4476,Unhappy Camper,Lily LaMotte,https://www.goodreads.com/book/show/57897526-unhappy-camper
4477,Bee Bakshi and the Gingerbread Sisters,Emi Pinto,https://www.goodreads.com/book/show/60836074-bee-bakshi-and-the-gingerbread-sisters
4478,A Sky Full of Song,Susan Lynn Meyer,https://www.goodreads.com/book/show/62349957-a-sky-full-of-song
4479,Winnie Zeng Vanquishes a King,Katie Zhao,https://www.goodreads.com/book/show/62794521-winnie-zeng-vanquishes-a-king
4480,Farther Than the Moon,Lindsay Lackey,https://www.goodreads.com/book/show/63005217-farther-than-the-moon
4481,Just Gus | by McCall Hoyle - Author of Stella - A boy and his dog's adventure.,McCall Hoyle,https://www.goodreads.com/book/show/61446347-just-gus-by-mccall-hoyle---author-of-stella---a-boy-and-his-dog-s-adve
4482,"The Raven Throne (The Raven Crown, #2)",Stephanie Burgis,https://www.goodreads.com/book/show/60784653-the-raven-throne
4483,"The Last Fallen Realm (Gifted Clans, #3)",Graci Kim,https://www.goodreads.com/book/show/62874126-the-last-fallen-realm
4484,Warrior Girl,Carmen Tafolla,https://www.goodreads.com/book/show/66086947-warrior-girl
4485,Grace Needs Space!,Benjamin A. Wilgus,https://www.goodreads.com/book/show/51082438-grace-needs-space
4486,Nothing Else But Miracles,Kate Albus,https://www.goodreads.com/book/show/62952900-nothing-else-but-miracles
4487,"The Unsleeping Witch (The Gingerbread Witch, #2)",Alexandra Overy,https://www.goodreads.com/book/show/64412157-the-unsleeping-witch
4488,"Fox Snare (Thousand Worlds, #3)",Yoon Ha Lee,https://www.goodreads.com/book/show/62959490-fox-snare
4489,"Into the Shadow Mist (Legends of Lotus Island, #2)",Christina Soontornvat,https://www.goodreads.com/book/show/61779971-into-the-shadow-mist
4490,Asgardians 1: Odin,George  O'Connor,https://www.goodreads.com/book/show/63005154-asgardians-1
4491,Mèo and Bé,DoanPhuong Nguyen,https://www.goodreads.com/book/show/59679184-m-o-and-b
4492,"Haven's Legacy (The Powers, #2)",Melissa Benoist,https://www.goodreads.com/book/show/60778834-haven-s-legacy
4493,The First Magnificent Summer,R.L. Toalson,https://www.goodreads.com/book/show/62918359-the-first-magnificent-summer
4494,We Still Belong,Christine  Day,https://www.goodreads.com/book/show/63247349-we-still-belong
4495,The Swifts: A Dictionary of Scoundrels,Beth Lincoln,https://www.goodreads.com/book/show/61103085-the-swifts
4496,"Theo Tan and the Iron Fan (Theo Tan, #2)",Jesse Q. Sutanto,https://www.goodreads.com/book/show/53826879-theo-tan-and-the-iron-fan
4497,Emerald and the Ocean Parade (1),Harriet Muncaster,https://www.goodreads.com/book/show/75479082-emerald-and-the-ocean-parade
4498,"Rebel Fire (Rebel Skies, #2)",Ann Sei Lin,https://www.goodreads.com/book/show/126077994-rebel-fire
4499,15 Secrets to Survival,Natalie D. Richards,https://www.goodreads.com/book/show/112974918-15-secrets-to-survival
4500,Morivivi,Vanessa Flores,https://www.goodreads.com/book/show/56923000-morivivi
4501,Call Me Adnan,Reem Faruqi,https://www.goodreads.com/book/show/62047997-call-me-adnan
4502,The Jake Show,Joshua S. Levy,https://www.goodreads.com/book/show/59704336-the-jake-show
4503,"You Only Live Once, David Bravo",Mark Oshiro,https://www.goodreads.com/book/show/59947663-you-only-live-once-david-bravo
4504,"Awesome Orange Birthday: A Branches Book (The Party Diaries, #1)",Mitali Banerjee Ruths,https://www.goodreads.com/book/show/60326032-awesome-orange-birthday
4505,"Drew Leclair Crushes the Case (Drew Leclair, #2)",Katryn Bury,https://www.goodreads.com/book/show/61714518-drew-leclair-crushes-the-case
4506,Keynan Masters and the Peerless Magic Crew,DaVaun Sanders,https://www.goodreads.com/book/show/64412162-keynan-masters-and-the-peerless-magic-crew
4507,The Very Unfortunate Wish of Melony Yoshimura,Waka T. Brown,https://www.goodreads.com/book/show/63076703-the-very-unfortunate-wish-of-melony-yoshimura
4508,Peril at Price Manor,Laura Parnum,https://www.goodreads.com/book/show/63313292-peril-at-price-manor
4509,Jett Jamison and the Secret Storm,Kimberly Behre Kenna,https://www.goodreads.com/book/show/138346475-jett-jamison-and-the-secret-storm
4510,Reel Love,Nilah Magruder,https://www.goodreads.com/book/show/55811993-reel-love
4511,Squalo & Mage,Kara Bodegon,https://www.goodreads.com/book/show/52527221-squalo-mage
4512,"Charmed Life (Wildseed Witch, #2)",Marti Dumas,https://www.goodreads.com/book/show/61783743-charmed-life
4513,Whale Done,Stuart Gibbs,https://www.goodreads.com/book/show/61272870-whale-done
4514,"School Trip (New Kid, #3)",Jerry Craft,https://www.goodreads.com/book/show/61419629-school-trip
4515,Hangabout: Far From Home,Ree Augustine,https://www.goodreads.com/book/show/62213483-hangabout
4516,The Labors of Hercules Beal,Gary D. Schmidt,https://www.goodreads.com/book/show/62120709-the-labors-of-hercules-beal
4517,The Architect,Jonathan Starrett,https://www.goodreads.com/book/show/61357123-the-architect
