,rank,title,author,publisher,date,amazon links
134,5,GRUMPY MONKEY VALENTINE GROSS-OUT,by Suzanne Lang. Illustrated by Max Lang,Random House Studio,"March 5, 2023",https://www.amazon.com/dp/0593486927?tag=NYTBSREV-20
135,6,"WHEN I TALK TO GOD, I TALK ABOUT YOU",by Chrissy Metz and Bradley Collins. Illustrated by Lisa Fields,Flamingo,"March 5, 2023",https://www.amazon.com/dp/0593525248?tag=NYTBSREV-20
136,7,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"March 5, 2023",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
137,8,IN MY HEART,by Jo Witek. Illustrated by Christine Roussey,Abrams Appleseed,"March 5, 2023",https://www.amazon.com/dp/1419713108?tag=NYTBSREV-20
138,9,HOW TO CATCH A LEPRECHAUN,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Jabberwocky,"March 5, 2023",http://www.amazon.com/How-Catch-Leprechaun-Adam-Wallace/dp/1492632910?tag=NYTBSREV-20
139,10,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"March 5, 2023",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
140,1,LITTLE BLUE TRUCK'S VALENTINE,by Alice Schertle. Illustrated by Jill McElmurry,Clarion,"February 26, 2023",https://www.amazon.com/dp/0358272440?tag=NYTBSREV-20
141,2,LOVE FROM THE VERY HUNGRY CATERPILLAR,by Eric Carle,Grosset & Dunlap,"February 26, 2023",http://www.amazon.com/Love-The-Very-Hungry-Caterpillar/dp/0448489325?tag=NYTBSREV-20
142,3,HOW TO CATCH A LOVEOSAURUS,by Alice Walstead. Illustrated by Andy Elkerton,Sourcebooks Wonderland,"February 26, 2023",https://www.amazon.com/dp/1728268788?tag=NYTBSREV-20
143,4,GRUMPY MONKEY VALENTINE GROSS-OUT,by Suzanne Lang. Illustrated by Max Lang,Random House Studio,"February 26, 2023",https://www.amazon.com/dp/0593486927?tag=NYTBSREV-20
144,5,LOVE FROM THE CRAYONS,by Drew Daywalt and Oliver Jeffers,Penguin Workshop,"February 26, 2023",https://www.amazon.com/Love-Crayons-Drew-Daywalt/dp/1524792683?tag=NYTBSREV-20
145,6,"GOOD NIGHT, SISTER",by Katherine Schwarzenegger Pratt. Illustrated by Lucy Fleming,Penguin Workshop,"February 26, 2023",https://www.amazon.com/dp/0593385810?tag=NYTBSREV-20
146,7,IN MY HEART,by Jo Witek. Illustrated by Christine Roussey,Abrams Appleseed,"February 26, 2023",https://www.amazon.com/dp/1419713108?tag=NYTBSREV-20
147,8,PETE THE CAT: VALENTINE'S DAY IS COOL,by James Dean and Kimberly Dean,HarperFestival,"February 26, 2023",https://www.amazon.com/Pete-Cat-Valentines-Day-Cool/dp/0062198653?tag=NYTBSREV-20
148,9,THE ABCS OF BLACK HISTORY,by Rio Cortez. Illustrated by Lauren Semmer,Workman,"February 26, 2023",https://www.amazon.com/dp/1523507497?tag=NYTBSREV-20
149,10,LOVE FROM LLAMA LLAMA,by Anna Dewdney,Grosset & Dunlap,"February 26, 2023",https://www.amazon.com/dp/0593521749?tag=NYTBSREV-20
150,1,LITTLE BLUE TRUCK'S VALENTINE,by Alice Schertle. Illustrated by Jill McElmurry,Clarion,"February 19, 2023",https://www.amazon.com/dp/0358272440?tag=NYTBSREV-20
151,2,LOVE FROM THE VERY HUNGRY CATERPILLAR,by Eric Carle,Grosset & Dunlap,"February 19, 2023",http://www.amazon.com/Love-The-Very-Hungry-Caterpillar/dp/0448489325?tag=NYTBSREV-20
152,3,HOW TO CATCH A LOVEOSAURUS,by Alice Walstead. Illustrated by Andy Elkerton,Sourcebooks Wonderland,"February 19, 2023",https://www.amazon.com/dp/1728268788?tag=NYTBSREV-20
153,4,GRUMPY MONKEY VALENTINE GROSS-OUT,by Suzanne Lang. Illustrated by Max Lang,Random House Studio,"February 19, 2023",https://www.amazon.com/dp/0593486927?tag=NYTBSREV-20
154,5,LOVE FROM THE CRAYONS,by Drew Daywalt and Oliver Jeffers,Penguin Workshop,"February 19, 2023",https://www.amazon.com/Love-Crayons-Drew-Daywalt/dp/1524792683?tag=NYTBSREV-20
155,6,IN MY HEART,by Jo Witek. Illustrated by Christine Roussey,Abrams Appleseed,"February 19, 2023",https://www.amazon.com/dp/1419713108?tag=NYTBSREV-20
156,7,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"February 19, 2023",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
157,8,PETE THE CAT: VALENTINE'S DAY IS COOL,by James Dean and Kimberly Dean,HarperFestival,"February 19, 2023",https://www.amazon.com/Pete-Cat-Valentines-Day-Cool/dp/0062198653?tag=NYTBSREV-20
158,9,THE SMALLEST SPOT OF A DOT,by Linsey Davis and Michael Tyler. Illustrated by Lucy Fleming,Zonderkidz,"February 19, 2023",https://www.amazon.com/dp/0310748801?tag=NYTBSREV-20
159,10,THE ABCS OF BLACK HISTORY,by Rio Cortez. Illustrated by Lauren Semmer,Workman,"February 19, 2023",https://www.amazon.com/dp/1523507497?tag=NYTBSREV-20
160,1,LITTLE BLUE TRUCK'S VALENTINE,by Alice Schertle. Illustrated by Jill McElmurry,Clarion,"February 12, 2023",https://www.amazon.com/dp/0358272440?tag=NYTBSREV-20
161,2,LOVE FROM THE VERY HUNGRY CATERPILLAR,by Eric Carle,Grosset & Dunlap,"February 12, 2023",http://www.amazon.com/Love-The-Very-Hungry-Caterpillar/dp/0448489325?tag=NYTBSREV-20
162,3,HOW TO CATCH A LOVEOSAURUS,by Alice Walstead. Illustrated by Andy Elkerton,Sourcebooks Wonderland,"February 12, 2023",https://www.amazon.com/dp/1728268788?tag=NYTBSREV-20
163,4,GRUMPY MONKEY VALENTINE GROSS-OUT,by Suzanne Lang. Illustrated by Max Lang,Random House Studio,"February 12, 2023",https://www.amazon.com/dp/0593486927?tag=NYTBSREV-20
164,5,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"February 12, 2023",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
165,6,IN MY HEART,by Jo Witek. Illustrated by Christine Roussey,Abrams Appleseed,"February 12, 2023",https://www.amazon.com/dp/1419713108?tag=NYTBSREV-20
166,7,LOVE FROM THE CRAYONS,by Drew Daywalt and Oliver Jeffers,Penguin Workshop,"February 12, 2023",https://www.amazon.com/Love-Crayons-Drew-Daywalt/dp/1524792683?tag=NYTBSREV-20
167,8,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"February 12, 2023",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
168,9,THE BOOK WITH NO PICTURES,by B.J. Novak,Dial,"February 12, 2023",http://www.amazon.com/The-Book-Pictures-B-J-Novak/dp/0803741715?tag=NYTBSREV-20
169,10,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,"February 12, 2023",http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
170,1,LITTLE BLUE TRUCK'S VALENTINE,by Alice Schertle. Illustrated by Jill McElmurry,Clarion,"February 5, 2023",https://www.amazon.com/dp/0358272440?tag=NYTBSREV-20
171,2,HOW TO CATCH A LOVEOSAURUS,by Alice Walstead. Illustrated by Andy Elkerton,Sourcebooks Wonderland,"February 5, 2023",https://www.amazon.com/dp/1728268788?tag=NYTBSREV-20
172,3,LOVE FROM THE VERY HUNGRY CATERPILLAR,by Eric Carle,Grosset & Dunlap,"February 5, 2023",http://www.amazon.com/Love-The-Very-Hungry-Caterpillar/dp/0448489325?tag=NYTBSREV-20
173,4,GRUMPY MONKEY VALENTINE GROSS-OUT,by Suzanne Lang. Illustrated by Max Lang,Random House Studio,"February 5, 2023",https://www.amazon.com/dp/0593486927?tag=NYTBSREV-20
174,5,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"February 5, 2023",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
175,6,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"February 5, 2023",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
176,7,IN MY HEART,by Jo Witek. Illustrated by Christine Roussey,Abrams Appleseed,"February 5, 2023",https://www.amazon.com/dp/1419713108?tag=NYTBSREV-20
177,8,LOVE FROM THE CRAYONS,by Drew Daywalt and Oliver Jeffers,Penguin Workshop,"February 5, 2023",https://www.amazon.com/Love-Crayons-Drew-Daywalt/dp/1524792683?tag=NYTBSREV-20
178,9,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,"February 5, 2023",http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
179,10,THE SOUR GRAPE,by Jory John and Pete Oswald,HarperCollins,"February 5, 2023",https://www.amazon.com/dp/0063045419?tag=NYTBSREV-20
180,1,LITTLE BLUE TRUCK'S VALENTINE,by Alice Schertle. Illustrated by Jill McElmurry,Clarion,"January 29, 2023",https://www.amazon.com/dp/0358272440?tag=NYTBSREV-20
181,2,HOW TO CATCH A LOVEOSAURUS,by Alice Walstead. Illustrated by Andy Elkerton,Sourcebooks Wonderland,"January 29, 2023",https://www.amazon.com/dp/1728268788?tag=NYTBSREV-20
182,3,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"January 29, 2023",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
183,4,LOVE FROM THE VERY HUNGRY CATERPILLAR,by Eric Carle,Grosset & Dunlap,"January 29, 2023",http://www.amazon.com/Love-The-Very-Hungry-Caterpillar/dp/0448489325?tag=NYTBSREV-20
184,5,GRUMPY MONKEY VALENTINE GROSS-OUT,by Suzanne Lang. Illustrated by Max Lang,Random House Studio,"January 29, 2023",https://www.amazon.com/dp/0593486927?tag=NYTBSREV-20
185,6,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"January 29, 2023",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
186,7,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,"January 29, 2023",http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
187,8,IN MY HEART,by Jo Witek. Illustrated by Christine Roussey,Abrams Appleseed,"January 29, 2023",https://www.amazon.com/dp/1419713108?tag=NYTBSREV-20
188,9,THE SOUR GRAPE,by Jory John and Pete Oswald,HarperCollins,"January 29, 2023",https://www.amazon.com/dp/0063045419?tag=NYTBSREV-20
189,10,THE ABCS OF BLACK HISTORY,by Rio Cortez. Illustrated by Lauren Semmer,Workman,"January 29, 2023",https://www.amazon.com/dp/1523507497?tag=NYTBSREV-20
190,1,LITTLE BLUE TRUCK'S VALENTINE,by Alice Schertle. Illustrated by Jill McElmurry,Clarion,"January 22, 2023",https://www.amazon.com/dp/0358272440?tag=NYTBSREV-20
191,2,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"January 22, 2023",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
192,3,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"January 22, 2023",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
193,4,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,"January 22, 2023",http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
194,5,THE SOUR GRAPE,by Jory John and Pete Oswald,HarperCollins,"January 22, 2023",https://www.amazon.com/dp/0063045419?tag=NYTBSREV-20
195,6,HOW TO CATCH A LOVEOSAURUS,by Alice Walstead. Illustrated by Andy Elkerton,Sourcebooks Wonderland,"January 22, 2023",https://www.amazon.com/dp/1728268788?tag=NYTBSREV-20
196,7,GRUMPY MONKEY VALENTINE GROSS-OUT,by Suzanne Lang. Illustrated by Max Lang,Random House Studio,"January 22, 2023",https://www.amazon.com/dp/0593486927?tag=NYTBSREV-20
197,8,LOVE FROM THE VERY HUNGRY CATERPILLAR,by Eric Carle,Grosset & Dunlap,"January 22, 2023",http://www.amazon.com/Love-The-Very-Hungry-Caterpillar/dp/0448489325?tag=NYTBSREV-20
198,9,LITTLE BLUE TRUCK MAKES A FRIEND,by Alice Schertle and Jill McElmurry,Clarion,"January 22, 2023",https://www.amazon.com/dp/0358722829?tag=NYTBSREV-20
199,10,I'M SO GLAD YOU WERE BORN,by Ainsley Earhardt. Illustrated by Kim Barnes,Zonderkidz,"January 22, 2023",https://www.amazon.com/dp/031077702X?tag=NYTBSREV-20
200,1,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,"January 15, 2023",http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
201,2,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"January 15, 2023",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
202,3,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"January 15, 2023",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
203,4,THE SOUR GRAPE,by Jory John and Pete Oswald,HarperCollins,"January 15, 2023",https://www.amazon.com/dp/0063045419?tag=NYTBSREV-20
204,5,GRUMPY MONKEY,by Suzanne Lang. Illustrated by Max Lang,Random House,"January 15, 2023",https://www.amazon.com/Grumpy-Monkey-Suzanne-Lang/dp/0553537865?tag=NYTBSREV-20
205,6,AN ELEPHANT & PIGGIE BIGGIE! VOL. 5,by Mo Willems,Hyperion,"January 15, 2023",https://www.amazon.com/dp/1368072240?tag=NYTBSREV-20
206,7,KNIGHT OWL,by Christopher Denise,Christy Ottaviano,"January 15, 2023",https://www.amazon.com/dp/031631062X?tag=NYTBSREV-20
207,8,THE SMART COOKIE,by Jory John. Illustrated by Pete Oswald,Harper,"January 15, 2023",https://www.amazon.com/dp/0063045400?tag=NYTBSREV-20
208,9,I'M SO GLAD YOU WERE BORN,by Ainsley Earhardt. Illustrated by Kim Barnes,Zonderkidz,"January 15, 2023",https://www.amazon.com/dp/031077702X?tag=NYTBSREV-20
209,10,LITTLE BLUE TRUCK MAKES A FRIEND,by Alice Schertle and Jill McElmurry,Clarion,"January 15, 2023",https://www.amazon.com/dp/0358722829?tag=NYTBSREV-20
210,1,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"January 8, 2023",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
211,2,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,"January 8, 2023",http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
212,3,CONSTRUCTION SITE ON CHRISTMAS NIGHT,by Sherri Duskey Rinker. Illustrated by A. G. Ford,Chronicle,"January 8, 2023",https://www.amazon.com/Construction-Christmas-Sherri-Duskey-Rinker/dp/1452139113?tag=NYTBSREV-20
213,4,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"January 8, 2023",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
214,5,HOW TO CATCH AN ELF,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Jabberwocky,"January 8, 2023",https://www.amazon.com/How-Catch-Elf-Adam-Wallace/dp/1492646318?tag=NYTBSREV-20
215,6,THE PIGEON WILL RIDE THE ROLLER COASTER!,by Mo Willems,Union Square Kids,"January 8, 2023",https://www.amazon.com/dp/1454946865?tag=NYTBSREV-20
216,7,LITTLE BLUE TRUCK MAKES A FRIEND,by Alice Schertle and Jill McElmurry,Clarion,"January 8, 2023",https://www.amazon.com/dp/0358722829?tag=NYTBSREV-20
217,8,5 MORE SLEEPS 'TIL CHRISTMAS,by Jimmy Fallon. Illustrated by Rich Deas,Feiwel & Friends,"January 8, 2023",https://www.amazon.com/dp/1250266475?tag=NYTBSREV-20
218,9,PETE THE CAT'S 12 GROOVY DAYS OF CHRISTMAS,by Kimberly and James Dean,HarperCollins,"January 8, 2023",https://www.amazon.com/Pete-Cats-Groovy-Days-Christmas/dp/0062675273?tag=NYTBSREV-20
219,10,HOW TO CATCH A UNICORN,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Wonderland,"January 8, 2023",https://www.amazon.com/How-Catch-Unicorn-Adam-Wallace/dp/1492669733?tag=NYTBSREV-20
220,1,HOW TO CATCH AN ELF,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Jabberwocky,"January 1, 2023",https://www.amazon.com/How-Catch-Elf-Adam-Wallace/dp/1492646318?tag=NYTBSREV-20
221,2,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"January 1, 2023",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
222,3,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,"January 1, 2023",http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
223,4,LITTLE RED SLEIGH,by Erin Guendelsberger. Illustrated by Elizaveta Tretyakova,Sourcebooks Wonderland,"January 1, 2023",https://www.amazon.com/dp/1728223555?tag=NYTBSREV-20
224,5,CONSTRUCTION SITE ON CHRISTMAS NIGHT,by Sherri Duskey Rinker. Illustrated by A. G. Ford,Chronicle,"January 1, 2023",https://www.amazon.com/Construction-Christmas-Sherri-Duskey-Rinker/dp/1452139113?tag=NYTBSREV-20
225,6,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"January 1, 2023",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
226,7,THE SOUR GRAPE,by Jory John and Pete Oswald,HarperCollins,"January 1, 2023",https://www.amazon.com/dp/0063045419?tag=NYTBSREV-20
227,8,LITTLE BLUE TRUCK MAKES A FRIEND,by Alice Schertle and Jill McElmurry,Clarion,"January 1, 2023",https://www.amazon.com/dp/0358722829?tag=NYTBSREV-20
228,9,HOW TO CATCH A UNICORN,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Wonderland,"January 1, 2023",https://www.amazon.com/How-Catch-Unicorn-Adam-Wallace/dp/1492669733?tag=NYTBSREV-20
229,10,THE PIGEON WILL RIDE THE ROLLER COASTER!,by Mo Willems,Union Square Kids,"January 1, 2023",https://www.amazon.com/dp/1454946865?tag=NYTBSREV-20
230,1,HOW TO CATCH AN ELF,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Jabberwocky,"December 25, 2022",https://www.amazon.com/How-Catch-Elf-Adam-Wallace/dp/1492646318?tag=NYTBSREV-20
231,2,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"December 25, 2022",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
232,3,CONSTRUCTION SITE ON CHRISTMAS NIGHT,by Sherri Duskey Rinker. Illustrated by A. G. Ford,Chronicle,"December 25, 2022",https://www.amazon.com/Construction-Christmas-Sherri-Duskey-Rinker/dp/1452139113?tag=NYTBSREV-20
233,4,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"December 25, 2022",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
234,5,5 MORE SLEEPS 'TIL CHRISTMAS,by Jimmy Fallon. Illustrated by Rich Deas,Feiwel & Friends,"December 25, 2022",https://www.amazon.com/dp/1250266475?tag=NYTBSREV-20
235,6,THE SOUR GRAPE,by Jory John and Pete Oswald,HarperCollins,"December 25, 2022",https://www.amazon.com/dp/0063045419?tag=NYTBSREV-20
236,7,LITTLE RED SLEIGH,by Erin Guendelsberger. Illustrated by Elizaveta Tretyakova,Sourcebooks Wonderland,"December 25, 2022",https://www.amazon.com/dp/1728223555?tag=NYTBSREV-20
237,8,HOW TO CATCH A REINDEER,by Alice Walstead. Illustrated by Andy Elkerton,Sourcebooks Wonderland,"December 25, 2022",https://www.amazon.com/dp/1728276136?tag=NYTBSREV-20
238,9,THE DAY THE CRAYONS QUIT,by Drew Daywalt. Illustrated by Oliver Jeffers,Philomel,"December 25, 2022",http://www.amazon.com/The-Crayons-Quit-Drew-Daywalt/dp/0399255370?tag=NYTBSREV-20
239,10,HOW TO CATCH A UNICORN,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Wonderland,"December 25, 2022",https://www.amazon.com/How-Catch-Unicorn-Adam-Wallace/dp/1492669733?tag=NYTBSREV-20
240,1,HOW TO CATCH AN ELF,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Jabberwocky,"December 18, 2022",https://www.amazon.com/How-Catch-Elf-Adam-Wallace/dp/1492646318?tag=NYTBSREV-20
241,2,CONSTRUCTION SITE ON CHRISTMAS NIGHT,by Sherri Duskey Rinker. Illustrated by A. G. Ford,Chronicle,"December 18, 2022",https://www.amazon.com/Construction-Christmas-Sherri-Duskey-Rinker/dp/1452139113?tag=NYTBSREV-20
242,3,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"December 18, 2022",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
243,4,LITTLE RED SLEIGH,by Erin Guendelsberger. Illustrated by Elizaveta Tretyakova,Sourcebooks Wonderland,"December 18, 2022",https://www.amazon.com/dp/1728223555?tag=NYTBSREV-20
244,5,THE SOUR GRAPE,by Jory John and Pete Oswald,HarperCollins,"December 18, 2022",https://www.amazon.com/dp/0063045419?tag=NYTBSREV-20
245,6,LITTLE BLUE TRUCK MAKES A FRIEND,by Alice Schertle and Jill McElmurry,Clarion,"December 18, 2022",https://www.amazon.com/dp/0358722829?tag=NYTBSREV-20
246,7,HOW TO CATCH A REINDEER,by Alice Walstead. Illustrated by Andy Elkerton,Sourcebooks Wonderland,"December 18, 2022",https://www.amazon.com/dp/1728276136?tag=NYTBSREV-20
247,8,THE PIGEON WILL RIDE THE ROLLER COASTER!,by Mo Willems,Union Square Kids,"December 18, 2022",https://www.amazon.com/dp/1454946865?tag=NYTBSREV-20
248,9,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"December 18, 2022",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
249,10,PETE THE CAT'S 12 GROOVY DAYS OF CHRISTMAS,by Kimberly and James Dean,HarperCollins,"December 18, 2022",https://www.amazon.com/Pete-Cats-Groovy-Days-Christmas/dp/0062675273?tag=NYTBSREV-20
250,1,HOW TO CATCH AN ELF,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Jabberwocky,"December 11, 2022",https://www.amazon.com/How-Catch-Elf-Adam-Wallace/dp/1492646318?tag=NYTBSREV-20
251,2,CONSTRUCTION SITE ON CHRISTMAS NIGHT,by Sherri Duskey Rinker. Illustrated by A. G. Ford,Chronicle,"December 11, 2022",https://www.amazon.com/Construction-Christmas-Sherri-Duskey-Rinker/dp/1452139113?tag=NYTBSREV-20
252,3,THE SOUR GRAPE,by Jory John and Pete Oswald,HarperCollins,"December 11, 2022",https://www.amazon.com/dp/0063045419?tag=NYTBSREV-20
253,4,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"December 11, 2022",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
254,5,LITTLE BLUE TRUCK MAKES A FRIEND,by Alice Schertle and Jill McElmurry,Clarion,"December 11, 2022",https://www.amazon.com/dp/0358722829?tag=NYTBSREV-20
255,6,THE PIGEON WILL RIDE THE ROLLER COASTER!,by Mo Willems,Union Square Kids,"December 11, 2022",https://www.amazon.com/dp/1454946865?tag=NYTBSREV-20
256,7,LITTLE RED SLEIGH,by Erin Guendelsberger. Illustrated by Elizaveta Tretyakova,Sourcebooks Wonderland,"December 11, 2022",https://www.amazon.com/dp/1728223555?tag=NYTBSREV-20
257,8,THE WONDERFUL THINGS YOU WILL BE,by Emily Winfield Martin,Random House,"December 11, 2022",http://www.amazon.com/The-Wonderful-Things-You-Will/dp/0385376715?tag=NYTBSREV-20
258,9,DASHER,by Matt Tavares,Candlewick,"December 11, 2022",https://www.amazon.com/Dasher-Little-Changed-Christmas-Forever/dp/1536201375?tag=NYTBSREV-20
259,10,PETE THE CAT'S 12 GROOVY DAYS OF CHRISTMAS,by Kimberly and James Dean,HarperCollins,"December 11, 2022",https://www.amazon.com/Pete-Cats-Groovy-Days-Christmas/dp/0062675273?tag=NYTBSREV-20
260,1,HOW TO CATCH A TURKEY,by Adam Wallace. Illustrated by Andy Elkerton,Sourcebooks Jabberwocky,"December 4, 2022",https://www.amazon.com/How-Catch-Turkey-Adam-Wallace/dp/1492664359?tag=NYTBSREV-20
